age,sex,soc,edu,Reg,inc,colas,restrntEve,juice,cigs,antique,news,enders,friends,simpsons,football
64,1,4,3,2,12,0,1,1,0,1,1,0,0,0,0
41,1,3,4,11,15,1,1,1,0,1,1,0,0,0,0
26,1,4,3,2,14,1,1,0,0,0,0,1,0,1,0
84,1,6,1,8,4,1,1,1,0,0,1,1,0,0,0
35,2,5,3,9,5,1,1,1,1,0,0,1,0,1,1
40,1,4,5,2,15,1,1,1,1,0,1,0,0,0,1
75,1,3,3,8,8,0,1,0,0,1,0,0,0,0,0
63,2,6,2,10,10,0,0,0,0,1,0,0,0,0,0
53,2,3,6,7,13,0,1,1,0,1,0,0,0,0,0
35,2,3,4,11,15,0,1,1,0,1,0,1,0,0,0
39,1,6,3,9,10,1,0,0,1,0,0,0,1,0,0
51,2,3,2,7,18,1,1,1,0,1,1,0,0,0,0
50,2,4,3,7,14,0,1,1,1,1,1,1,0,0,0
45,2,3,4,7,16,0,0,1,1,0,1,1,1,0,0
24,1,5,3,3,19,1,1,1,1,0,1,0,0,1,1
20,2,3,5,6,8,1,1,1,0,1,1,1,1,1,0
29,2,4,3,11,13,0,1,1,0,0,0,0,0,1,1
67,1,5,1,9,6,1,0,1,0,0,0,0,0,0,0
36,1,4,3,9,15,1,1,1,0,0,1,1,0,0,1
45,2,3,8,7,17,1,1,1,0,1,1,0,0,0,0
69,1,6,1,7,7,0,0,0,0,1,1,0,0,0,0
77,1,4,1,7,13,1,1,1,0,1,0,1,0,0,0
66,2,4,2,4,10,0,0,0,0,0,0,0,0,0,0
60,1,5,2,3,12,0,1,1,0,0,0,0,0,0,0
62,1,6,1,2,13,1,1,1,1,1,0,0,1,0,1
66,2,2,3,7,12,1,0,0,0,1,1,0,0,0,0
77,2,1,4,1,13,0,1,1,0,1,0,0,0,0,0
39,1,3,3,11,16,0,1,1,0,1,0,1,0,0,0
62,2,3,2,11,3,0,0,0,0,1,1,0,0,0,0
59,1,2,3,2,13,0,1,1,0,0,1,0,0,0,0
47,2,4,2,10,12,0,1,1,0,1,1,0,0,0,0
30,2,5,3,3,12,1,1,0,0,0,0,0,0,1,0
64,1,2,2,3,10,1,1,1,0,0,0,1,0,0,0
30,2,4,3,1,13,1,1,1,0,0,0,1,1,1,0
37,1,1,8,5,19,1,1,0,0,0,0,0,0,0,0
46,2,2,3,7,14,1,1,1,0,0,1,0,1,0,0
39,1,3,3,4,13,1,0,1,1,0,1,0,1,1,1
37,1,3,3,1,14,1,0,1,1,0,1,0,1,1,0
42,1,3,2,8,14,0,1,1,0,0,1,1,0,0,1
62,1,3,5,9,14,0,0,0,0,1,1,0,0,0,0
44,1,4,2,2,16,1,1,1,1,0,1,0,0,0,0
38,2,6,3,1,6,0,1,0,1,0,1,1,0,0,0
61,2,6,2,2,9,1,1,1,0,1,1,0,0,0,0
51,1,2,8,4,12,1,1,1,0,1,1,0,0,0,0
41,2,2,2,7,14,1,1,1,0,0,0,1,0,0,1
27,1,4,4,11,15,1,1,1,0,0,0,0,0,0,0
52,2,4,2,1,12,1,0,0,0,1,0,1,0,1,0
57,2,2,2,1,18,0,0,1,0,1,1,1,0,0,0
28,1,6,3,3,3,1,0,0,1,0,0,1,1,0,0
46,2,2,8,2,19,0,1,1,0,1,1,0,0,0,0
36,1,4,4,7,15,1,1,0,0,0,1,0,0,0,0
27,2,6,3,4,2,1,1,1,1,1,0,1,0,0,0
51,2,3,2,8,13,0,1,1,0,0,0,0,0,0,0
72,1,3,9,11,11,0,1,1,0,1,1,0,0,0,0
30,2,4,2,7,3,1,1,1,1,0,0,1,1,1,0
34,2,4,3,2,10,1,1,1,0,1,0,1,0,0,0
45,2,3,5,8,16,1,0,1,0,0,0,0,0,0,0
54,2,2,3,2,14,0,1,0,0,1,1,1,1,1,0
39,1,5,3,7,13,1,1,1,1,0,0,0,0,0,0
73,2,4,3,8,10,0,1,1,0,0,0,0,0,0,0
69,1,2,9,4,13,0,1,1,0,0,0,0,0,0,0
58,2,4,6,7,16,0,0,1,1,0,0,1,0,0,0
47,1,2,5,4,15,0,1,1,0,0,1,0,0,0,0
35,2,6,4,3,5,0,1,1,1,0,0,1,0,0,0
43,1,4,6,8,9,1,1,1,0,0,0,0,0,1,0
66,1,2,5,8,16,0,1,1,0,0,0,0,0,0,0
82,2,3,1,5,4,0,0,0,1,1,1,1,0,0,0
49,2,4,3,1,16,1,1,1,0,1,1,0,0,0,0
41,1,4,2,5,13,1,0,1,0,1,0,1,1,1,0
23,2,6,3,5,2,1,1,1,1,0,0,1,1,1,0
34,1,5,3,11,15,1,1,1,0,0,0,0,0,1,1
26,1,6,3,3,3,1,0,1,0,1,0,0,1,0,0
70,2,2,2,5,12,0,1,1,0,1,0,0,0,0,0
60,1,5,4,9,13,0,0,1,0,0,0,0,0,0,0
54,2,4,2,6,15,1,0,1,0,1,1,0,0,0,0
52,1,5,2,7,15,1,1,1,0,0,0,0,0,1,1
42,2,3,5,3,18,1,0,1,0,0,1,0,0,0,0
60,1,3,5,8,16,1,1,1,0,1,1,1,0,0,0
45,2,3,8,3,15,0,1,1,0,0,0,0,0,1,0
38,2,1,8,7,19,1,1,1,0,0,1,0,0,0,0
30,2,2,8,3,19,1,1,0,0,0,0,0,0,0,0
47,2,4,3,5,16,0,1,0,1,1,0,1,0,0,0
73,1,4,1,8,7,0,1,1,0,0,1,1,0,0,0
59,2,2,2,7,10,0,1,1,0,1,1,1,1,1,0
75,2,2,3,6,16,0,1,1,0,1,1,1,0,0,0
33,1,2,9,4,19,0,1,1,0,0,1,0,0,0,0
53,1,3,4,7,18,1,1,1,0,1,1,0,0,0,0
63,1,2,9,9,13,0,1,1,0,0,1,0,0,0,0
44,2,5,3,8,12,1,0,1,0,1,1,1,1,1,0
21,2,3,8,9,19,1,1,0,1,0,0,0,0,0,0
60,2,1,2,7,15,1,1,1,0,1,1,0,0,0,0
35,1,4,3,2,13,1,1,0,1,0,0,0,0,1,0
28,2,3,3,2,5,0,0,1,1,0,0,0,0,0,0
42,2,3,2,11,16,1,1,1,0,1,0,0,0,0,0
69,1,4,1,5,8,1,1,0,1,1,0,0,0,0,0
46,1,4,2,4,18,1,1,1,1,1,1,0,0,0,0
35,2,2,4,5,15,1,1,0,0,0,0,0,1,0,0
54,1,1,8,4,18,0,1,1,1,0,1,0,0,0,0
62,2,5,2,3,8,1,0,0,0,1,0,0,0,0,0
77,1,2,9,3,12,0,0,1,0,0,1,1,0,0,0
60,2,4,2,5,5,0,1,1,0,1,0,0,0,0,0
42,2,5,3,4,13,0,1,1,0,0,1,0,0,0,0
32,2,3,3,11,13,1,1,0,0,0,0,1,0,1,0
42,1,5,2,2,14,0,1,1,0,1,1,0,0,0,0
57,2,3,4,7,13,1,0,0,1,1,1,0,1,0,0
57,1,5,3,11,13,1,1,1,1,1,0,1,0,1,0
42,1,4,2,4,12,1,1,1,1,1,0,0,0,1,0
65,2,6,5,7,1,0,0,1,0,0,0,0,0,0,0
65,1,5,2,5,13,0,1,0,0,1,1,0,0,0,0
59,2,2,4,7,14,0,0,0,0,1,1,0,0,0,0
32,2,5,3,7,12,1,1,1,0,0,0,1,0,0,0
34,2,6,4,6,4,1,1,1,0,0,0,0,0,0,0
59,1,3,2,10,12,1,1,1,0,0,0,0,0,0,0
67,2,3,5,10,11,0,1,1,0,1,0,0,0,0,0
47,1,3,2,11,15,1,1,1,1,0,1,0,0,0,1
63,2,6,2,9,6,0,0,1,0,1,1,0,0,0,0
71,2,2,4,9,17,0,1,1,0,0,0,0,0,0,0
35,1,3,4,8,17,1,1,0,1,1,0,0,0,1,0
58,2,4,9,4,14,0,1,1,0,0,0,0,0,0,0
92,1,3,1,7,8,0,1,1,0,1,1,0,0,0,0
34,2,3,9,9,2,1,1,1,0,1,0,0,0,1,0
50,1,2,8,11,16,0,1,1,1,1,1,1,1,0,1
34,1,4,3,7,12,1,0,1,0,0,0,0,0,0,0
29,1,6,4,2,3,1,0,1,0,0,0,1,0,0,0
48,1,2,9,4,5,1,1,0,0,0,1,0,1,1,0
69,2,2,5,11,14,0,1,1,0,1,0,0,0,0,0
53,2,6,1,2,11,0,1,1,0,0,0,0,0,0,0
35,2,3,8,7,14,1,1,1,0,0,0,0,0,0,0
39,1,3,6,4,14,1,0,1,0,0,0,0,0,0,1
26,1,5,4,8,10,1,0,1,1,0,1,0,1,0,1
45,2,2,8,9,15,0,1,1,0,0,1,0,0,0,0
39,1,4,6,3,18,0,1,1,0,0,1,0,0,0,0
36,1,2,4,7,14,1,1,1,0,0,0,0,0,0,0
69,1,3,1,9,11,0,1,1,0,1,0,0,0,0,0
53,2,3,2,1,15,1,1,1,1,0,1,1,0,0,0
50,2,5,2,7,19,1,1,1,1,1,0,1,0,1,0
44,1,2,8,7,19,0,1,1,0,0,1,1,0,0,0
42,2,5,3,7,12,1,1,1,0,1,1,0,0,1,0
46,2,3,3,11,15,1,1,1,1,0,0,1,0,0,0
67,2,6,1,9,3,0,0,1,0,1,1,1,0,0,0
63,1,3,2,8,14,1,1,1,0,0,0,0,0,0,0
78,1,4,1,9,1,0,0,0,0,1,1,1,0,0,0
45,2,3,8,5,14,0,1,1,0,0,1,0,0,0,0
27,2,3,5,10,12,1,1,1,0,0,0,1,1,0,0
28,2,6,3,1,11,1,0,1,1,0,0,1,1,0,0
44,1,4,2,3,12,1,0,1,1,1,0,1,0,0,1
64,2,4,2,9,7,0,0,1,0,1,0,0,0,0,0
31,2,4,4,1,12,0,1,0,0,0,0,1,0,0,0
53,2,5,2,11,14,0,0,1,0,0,0,0,0,0,0
24,2,3,4,4,14,1,1,0,1,0,0,0,1,0,0
31,2,4,5,2,15,1,1,1,1,0,0,1,0,0,0
46,2,5,3,3,14,0,0,1,1,0,0,0,0,0,0
75,1,2,1,7,1,1,0,1,0,1,0,1,0,0,0
29,2,3,5,11,14,1,1,1,0,0,1,1,0,0,0
55,1,3,2,10,14,1,1,1,0,1,1,0,0,0,0
70,2,5,1,6,5,0,1,1,0,1,0,0,0,0,0
33,2,4,6,2,13,1,1,1,0,0,1,1,0,0,0
43,1,6,9,1,5,0,0,1,0,0,0,0,0,1,0
60,1,6,2,6,8,0,0,0,0,0,0,0,0,0,0
36,1,5,3,9,13,1,1,1,1,1,1,1,0,0,0
62,1,5,2,1,8,0,1,1,0,0,1,0,0,0,0
35,2,6,2,4,3,0,0,1,0,0,0,0,1,0,0
34,2,2,4,2,16,1,1,0,0,0,0,0,1,0,0
68,1,3,1,9,7,1,1,1,0,1,1,0,1,0,0
71,1,3,2,9,12,0,0,1,0,0,0,0,0,0,0
52,2,3,3,7,15,0,1,1,0,1,1,1,0,0,0
32,2,4,3,7,12,1,1,1,0,0,1,0,1,1,0
28,1,5,5,3,13,0,1,1,0,0,1,1,1,0,0
48,1,4,2,4,16,1,1,1,1,0,1,0,0,0,1
53,1,2,3,2,15,0,1,1,0,1,0,0,0,0,0
49,1,2,2,1,14,1,1,1,0,1,0,0,0,0,0
58,2,3,1,7,9,0,0,0,1,1,1,0,0,0,0
45,1,3,3,10,13,0,0,1,0,0,0,0,0,1,1
60,2,3,2,2,17,0,0,1,0,1,0,1,0,0,0
48,1,5,2,4,13,1,1,1,0,1,0,1,0,0,0
64,2,5,2,10,11,0,0,0,1,0,1,1,0,0,0
35,2,3,5,2,16,1,0,1,0,1,1,0,0,1,0
50,1,3,3,5,12,0,1,1,1,0,1,0,0,0,0
72,1,3,1,10,12,1,1,1,0,0,1,0,0,0,0
34,2,2,5,10,15,1,0,1,0,0,0,1,0,0,0
61,1,5,3,4,2,0,1,1,1,0,0,1,0,0,0
47,1,5,2,5,4,1,1,1,0,0,1,0,0,0,0
62,1,2,2,10,15,1,1,1,0,1,0,0,0,0,0
47,1,6,2,2,14,1,1,1,0,1,1,1,0,0,1
37,2,3,3,7,12,1,1,1,1,0,0,1,0,0,0
50,2,2,5,4,16,1,1,1,1,0,0,0,0,0,0
35,1,5,2,7,11,1,1,1,0,1,0,0,1,0,0
70,1,3,1,1,14,0,0,0,0,1,1,0,0,0,0
82,2,3,3,3,12,0,1,0,0,1,1,0,0,0,0
49,1,4,2,5,12,0,0,0,0,0,1,0,0,0,0
48,1,6,3,5,10,0,1,1,0,1,0,1,0,1,0
66,2,3,1,7,6,0,0,1,0,1,1,1,0,0,0
36,1,4,3,7,13,1,1,1,1,0,0,0,1,1,0
71,1,3,1,7,13,0,0,1,0,1,1,0,0,0,0
60,1,6,2,8,3,0,0,0,0,0,0,0,0,0,0
31,2,3,3,5,14,1,0,0,0,0,0,1,0,0,0
45,1,3,8,11,6,1,1,1,0,1,1,0,0,0,0
58,2,6,2,3,7,1,1,1,0,0,0,0,0,0,0
71,2,6,1,2,3,0,0,0,0,1,0,1,0,0,0
38,2,4,3,7,14,1,1,1,0,0,0,0,0,0,0
29,2,5,8,7,14,1,1,1,0,0,1,1,1,1,0
73,2,2,2,7,16,1,0,1,0,1,1,0,0,0,0
62,1,2,7,11,13,0,1,1,0,0,0,0,0,0,0
66,1,3,1,3,11,0,0,0,0,0,1,0,0,0,0
39,2,4,3,7,16,1,0,0,1,1,1,0,0,0,0
31,1,3,3,4,14,1,1,1,1,0,1,0,0,1,0
34,2,5,3,7,13,0,0,0,0,0,0,1,1,1,0
61,1,6,2,2,2,0,0,1,1,0,0,0,0,0,0
34,2,6,3,5,7,1,0,1,0,1,0,1,0,0,0
32,2,1,9,7,18,1,1,1,1,0,1,1,1,0,0
33,2,5,5,8,11,1,0,1,0,0,1,1,0,1,0
39,1,5,3,7,15,1,1,1,0,0,1,0,0,0,1
50,1,2,3,2,16,1,1,1,1,1,0,0,0,0,0
44,1,4,3,7,13,0,1,1,1,0,0,0,0,0,0
47,2,5,2,7,12,0,1,0,0,1,1,1,0,0,0
33,2,3,7,2,13,1,0,1,0,0,0,0,1,1,0
27,1,2,9,5,13,0,1,1,1,0,1,1,1,1,0
59,2,6,2,5,1,1,0,0,0,0,0,0,0,0,0
65,2,3,2,4,3,0,1,1,0,0,1,0,0,0,0
45,1,3,2,1,15,1,1,1,0,0,1,1,0,0,0
32,1,3,3,11,15,1,1,1,1,1,0,0,0,0,0
65,2,3,1,9,13,1,1,1,0,0,1,0,0,0,0
50,2,1,2,5,11,0,1,1,0,1,1,0,0,0,0
51,2,3,2,6,12,1,1,1,0,0,1,0,0,0,1
54,1,4,1,6,12,1,1,1,1,0,0,0,0,0,0
43,2,4,2,3,13,1,1,1,0,0,0,1,0,0,0
27,2,5,4,1,4,1,1,1,0,0,0,1,1,0,0
40,1,4,8,7,12,0,1,0,0,0,1,0,0,0,0
33,2,2,5,7,14,1,1,1,0,0,0,0,0,0,0
57,1,4,2,3,12,0,0,0,0,0,0,0,0,0,0
52,2,6,3,7,6,0,0,0,1,0,0,1,0,0,0
44,1,3,3,4,12,0,1,0,0,0,0,0,0,0,1
28,2,4,4,1,16,1,1,1,1,0,0,1,1,1,0
31,2,5,3,7,12,0,0,1,0,0,0,0,0,0,0
55,2,4,3,4,5,0,1,0,0,0,0,0,0,0,0
73,2,2,8,3,12,0,1,1,0,1,1,1,0,0,0
74,1,3,4,8,13,1,0,1,0,1,0,0,0,0,0
29,2,4,3,7,16,1,1,0,0,0,1,0,0,0,0
60,2,4,3,1,14,1,1,1,0,0,1,1,0,0,0
51,2,4,2,2,15,1,0,1,0,0,0,1,0,0,0
70,1,3,3,2,18,0,1,1,0,1,1,0,0,0,0
42,2,5,2,5,11,1,0,1,1,1,0,0,0,0,0
33,2,3,8,7,18,1,1,1,0,1,0,1,1,1,0
35,1,3,8,4,14,1,0,1,0,0,0,0,0,0,0
28,1,3,8,1,18,1,1,1,1,0,0,1,1,1,1
58,2,5,2,2,1,0,0,1,0,0,0,0,0,0,0
27,2,3,8,8,18,1,1,1,0,0,0,0,1,1,0
53,1,3,2,9,15,0,1,1,0,1,1,0,0,0,0
74,2,3,1,9,1,0,1,0,0,1,1,0,0,0,0
62,2,3,5,8,19,0,1,1,0,0,0,0,0,0,0
63,2,4,3,7,9,0,1,0,0,1,0,0,0,0,0
76,2,3,1,9,10,0,0,0,0,0,1,0,1,0,0
34,2,3,5,8,13,1,1,1,1,0,0,0,0,0,0
28,2,3,8,7,18,0,1,1,0,0,1,1,1,0,0
62,1,3,2,11,16,0,1,0,0,0,0,0,0,0,0
36,2,4,8,8,14,0,1,1,0,1,0,0,1,0,0
27,1,5,3,4,12,1,0,1,1,1,0,1,0,1,0
82,1,4,1,2,4,1,0,1,0,0,0,0,0,0,0
49,1,2,3,1,16,1,1,1,0,1,1,1,0,1,0
53,2,2,2,7,15,1,0,1,1,0,1,1,0,0,0
32,1,4,3,3,15,1,1,1,1,0,0,0,0,0,0
46,2,2,3,8,17,0,1,1,0,0,0,0,0,0,0
50,1,2,9,7,18,0,1,1,1,0,1,0,0,1,0
43,2,5,3,10,11,1,1,1,0,0,0,1,0,0,1
52,1,3,2,7,14,0,1,0,0,0,0,0,0,0,0
39,1,4,3,1,16,1,1,0,0,0,1,0,0,0,0
57,1,4,3,4,14,1,0,1,0,1,1,0,0,0,0
46,2,5,8,8,11,1,1,0,1,1,1,1,0,0,0
59,1,5,1,5,14,0,1,1,0,0,0,0,0,0,0
55,1,3,2,1,13,1,1,1,0,0,0,0,0,0,0
49,2,5,4,2,12,0,1,0,1,1,1,0,0,0,0
38,2,5,2,4,2,1,0,1,1,1,1,1,1,0,0
37,1,4,3,3,14,1,1,1,0,1,1,0,1,0,1
51,2,6,2,7,12,1,1,1,0,0,0,1,1,0,0
27,1,3,4,4,6,1,1,1,0,0,0,0,0,1,1
66,2,6,1,2,3,0,0,1,0,1,0,0,0,0,0
52,2,3,3,9,5,0,0,0,1,0,0,0,0,0,0
54,1,2,6,7,12,1,0,1,1,1,0,1,0,0,0
28,2,5,9,7,7,1,1,0,0,0,0,1,0,0,0
55,2,3,8,7,14,0,1,1,1,1,1,0,0,0,0
57,1,3,2,9,7,1,1,1,0,0,1,0,0,0,0
61,2,3,3,2,6,1,0,1,0,0,0,0,0,0,0
50,1,2,3,6,15,0,1,0,0,0,0,0,0,0,0
39,1,4,8,8,17,1,1,1,0,0,1,0,0,0,1
73,1,2,9,9,14,0,0,1,0,1,1,0,0,0,0
51,2,4,1,4,9,1,0,1,0,0,0,0,0,0,0
74,1,3,1,2,8,0,0,1,0,0,0,0,0,0,0
51,2,4,2,4,13,1,1,1,1,0,0,0,0,1,0
32,2,3,3,7,15,1,0,1,0,0,0,0,0,0,0
75,1,3,1,2,11,0,0,0,1,1,1,0,0,0,0
73,1,4,1,5,7,0,1,1,0,0,0,0,0,0,0
38,2,4,4,3,13,1,1,1,0,0,1,1,0,0,0
69,2,4,1,7,4,1,0,1,0,1,0,1,0,0,0
20,2,5,3,1,3,1,0,1,0,0,0,0,0,0,0
47,2,4,2,4,13,1,1,1,0,0,0,0,0,0,0
40,2,4,4,9,15,1,1,1,0,0,0,0,0,0,0
67,2,3,5,11,4,0,0,1,0,1,1,1,0,0,0
69,2,5,1,2,4,0,0,1,0,1,1,0,0,0,1
54,1,3,5,1,5,1,1,1,0,0,0,1,0,0,1
41,2,3,3,1,18,1,1,1,0,1,1,1,1,1,1
58,1,3,9,3,13,1,1,0,0,0,1,0,0,0,1
29,2,2,9,10,17,1,0,0,0,0,1,1,0,0,0
38,2,3,4,3,19,1,1,1,0,0,0,0,0,0,0
72,1,6,1,10,6,0,0,1,0,1,1,1,0,0,0
36,2,3,3,4,13,1,1,1,1,0,0,1,1,1,0
38,1,5,3,10,12,1,0,1,1,0,0,0,0,0,0
36,1,4,3,5,12,1,1,1,1,0,0,0,0,1,0
55,1,3,2,1,15,0,1,1,0,0,1,0,0,0,0
46,1,4,2,2,15,1,1,1,0,1,0,0,1,0,1
55,2,4,2,8,18,0,0,1,0,0,0,1,0,0,0
76,1,3,2,8,5,0,0,0,0,1,0,0,0,0,0
59,2,6,2,2,5,0,0,1,1,1,0,0,0,0,0
29,2,2,3,3,15,1,1,1,0,0,0,1,0,0,1
39,2,5,4,11,15,1,0,1,0,0,0,0,1,0,0
27,2,3,3,4,16,1,1,1,1,0,1,1,1,0,0
36,2,2,3,2,13,1,1,0,1,0,0,1,0,0,0
56,1,5,2,5,5,1,0,0,0,0,0,0,0,0,0
49,2,5,2,1,8,0,0,0,1,0,0,1,0,0,0
76,1,2,3,11,12,1,1,0,0,1,0,0,0,0,0
33,1,3,3,3,14,1,1,1,0,0,0,1,0,0,0
45,1,3,3,8,17,1,0,1,0,0,0,1,1,1,0
21,2,5,6,3,4,1,0,1,1,0,0,1,1,1,1
54,2,5,2,7,13,1,1,1,0,1,1,0,0,0,0
20,2,6,5,8,7,1,0,1,0,0,0,1,1,0,0
53,2,3,2,3,13,1,1,0,1,1,1,1,0,0,0
27,1,3,5,2,15,1,1,1,0,0,0,0,1,1,1
63,1,3,3,11,13,1,1,1,1,0,1,0,0,1,0
43,2,2,2,11,15,1,1,1,0,1,0,0,0,0,0
60,1,5,2,1,6,0,0,0,1,0,0,0,0,0,0
22,2,2,8,9,19,1,1,1,0,0,0,1,1,1,0
59,1,2,7,7,11,0,1,0,0,0,1,0,0,0,0
20,1,3,3,3,11,1,1,1,0,0,1,1,1,1,1
35,1,4,3,11,13,1,1,0,0,0,0,0,1,0,0
39,2,4,4,4,15,0,1,0,1,1,0,1,0,0,1
45,2,5,3,4,13,1,1,1,0,0,0,1,0,0,0
